Price,Close,High,Low,Open,Volume,GMM_Label,Max_Prob
2014-08-21,26360.109375,26464.80078125,26262.51953125,26322.66015625,6500.0,2,0.9930433867909665
2014-08-22,26419.55078125,26508.26953125,26383.16015625,26419.529296875,6700.0,2,0.9888927561061502
2014-08-25,26437.01953125,26630.740234375,26401.640625,26490.310546875,10000.0,2,0.9700423969710809
2014-08-26,26442.810546875,26481.970703125,26314.890625,26349.869140625,9500.0,2,0.9888645611645775
2014-08-27,26560.150390625,26599.119140625,26492.5,26553.240234375,6600.0,2,0.9889019406902955
2014-08-28,26638.109375,26674.380859375,26573.689453125,26620.1796875,6700.0,2,0.9872465734082446
2014-09-01,26867.55078125,26900.30078125,26732.390625,26733.1796875,9200.0,2,0.9782950240654581
2014-09-02,27019.390625,27082.849609375,26886.220703125,26888.2109375,8000.0,2,0.9739329706482398
2014-09-03,27139.939453125,27225.849609375,27067.01953125,27128.060546875,9700.0,2,0.9901103998875538
2014-09-04,27085.9296875,27169.119140625,26972.390625,27164.94921875,7400.0,2,0.9826151659170306
2014-09-05,27026.69921875,27178.80078125,26920.560546875,27127.259765625,7100.0,2,0.9895097167458201
2014-09-08,27319.849609375,27354.990234375,27144.560546875,27145.119140625,7300.0,2,0.9593817269630084
2014-09-09,27265.3203125,27328.26953125,27177.08984375,27316.4296875,7600.0,2,0.9865509747998392
2014-09-10,27057.41015625,27251.439453125,27018.109375,27230.939453125,5900.0,2,0.9863985441024009
2014-09-11,26995.869140625,27150.779296875,26904.5,27143.220703125,7600.0,2,0.9806748871072617
2014-09-12,27061.0390625,27096.869140625,26965.91015625,27048.150390625,8000.0,2,0.9879924780422398
2014-09-15,26816.560546875,26998.0703125,26790.91015625,26998.0703125,6000.0,2,0.9858220443261076
2014-09-16,26492.509765625,26861.2890625,26464.029296875,26854.900390625,9400.0,1,0.9427577113175281
